order_id,product_id,sales,quantity,discount,profit
US-2015-164175,FUR-CH-10001146,"213,115",5,"0,3","-152,225"
CA-2014-106376,OFF-AR-10002671,"1,113,024",8,"0,2","1,113,024"
CA-2014-106376,TEC-PH-10002726,"167,968",4,"0,2","62,988"
CA-2016-119823,OFF-PA-10000482,"75,88",2,0,"356,636"
CA-2016-106075,OFF-BI-10004654,"4,616",1,"0,2","1,731"
CA-2017-114440,OFF-PA-10004675,"19,05",3,0,"8,763"
US-2015-134026,FUR-CH-10000513,"831,936",8,"0,2","-1,143,912"
US-2015-134026,FUR-FU-10003708,"97,04",2,"0,2","1,213"
US-2015-134026,OFF-ST-10004123,"72,784",1,"0,2","-18,196"
US-2017-118038,OFF-BI-10004182,"1,248",3,"0,8","-19,344"
US-2017-118038,FUR-FU-10000260,"9,708",3,"0,6","-58,248"
US-2017-118038,OFF-ST-10000615,"27,24",3,"0,2","2,724"
US-2014-147606,FUR-FU-10003194,"19,3",5,"0,6","-14,475"
CA-2016-127208,OFF-AP-10002118,"208,16",1,0,"562,032"
CA-2016-127208,OFF-BI-10002309,"16,74",3,0,"80,352"
CA-2014-139451,OFF-AR-10002053,"14,9",5,0,"4,172"
CA-2014-139451,OFF-ST-10002370,"21,39",1,0,"62,031"
CA-2015-149734,OFF-EN-10000927,"200,984",7,"0,2","628,075"
US-2017-119662,OFF-ST-10003656,"230,376",3,"0,2","-489,549"
CA-2017-140088,FUR-CH-10000863,"301,96",2,0,"332,156"
CA-2017-155558,TEC-AC-10001998,"19,99",1,0,"67,966"
CA-2017-155558,OFF-LA-10000134,"6,16",2,0,"29,568"
CA-2016-159695,OFF-ST-10003442,"158,368",7,"0,2","138,572"
CA-2016-109806,OFF-AR-10004930,"20,1",3,0,"6,633"
CA-2016-109806,TEC-PH-10004093,"73,584",2,"0,2","82,782"
CA-2016-109806,OFF-PA-10000304,"6,48",1,0,"31,104"
CA-2015-149587,OFF-PA-10003177,"12,96",2,0,"62,208"
CA-2015-149587,FUR-FU-10003799,"53,34",3,0,"165,354"
CA-2015-149587,OFF-BI-10002852,"32,96",2,0,"161,504"
US-2017-109484,OFF-BI-10004738,"5,682",1,"0,7","-3,788"
CA-2017-161018,FUR-FU-10000629,"96,53",7,0,"405,426"
CA-2017-157833,OFF-BI-10001721,"51,312",3,"0,2","179,592"
CA-2016-149223,OFF-AP-10000358,"77,88",6,0,"225,852"
CA-2016-158568,OFF-PA-10003256,"64,624",7,"0,2","226,184"
CA-2016-158568,TEC-AC-10001767,"95,976",3,"0,2","-107,973"
CA-2016-158568,OFF-BI-10002609,"1,788",3,"0,8","-30,396"
CA-2016-129903,OFF-PA-10004040,"23,92",4,0,"117,208"
US-2015-156867,TEC-AC-10001552,"238,896",6,"0,2","-268,758"
US-2015-156867,FUR-FU-10004006,"102,36",3,"0,2","-38,385"
US-2015-156867,OFF-BI-10002794,"36,882",3,"0,7","-258,174"
CA-2017-119004,TEC-AC-10003499,"74,112",8,"0,2","176,016"
CA-2017-119004,TEC-PH-10002844,"27,992",1,"0,2","20,994"
CA-2017-119004,OFF-AR-10000390,"3,304",1,"0,2","10,738"
CA-2015-129476,TEC-AC-10000844,"339,96",5,"0,2","67,992"
CA-2017-146780,FUR-FU-10001934,"41,96",2,0,"109,096"
CA-2016-128867,OFF-AR-10000380,"75,96",2,0,"22,788"
CA-2016-128867,OFF-BI-10003981,"27,24",6,0,"133,476"
CA-2014-115259,OFF-FA-10000621,"40,096",14,"0,2","145,348"
CA-2014-115259,OFF-EN-10002600,"4,72",2,"0,2","1,652"
CA-2014-115259,OFF-PA-10004965,"23,976",3,"0,2","74,925"
CA-2014-115259,OFF-EN-10002504,"130,464",6,"0,2","440,316"
CA-2015-110457,FUR-TA-10001768,"787,53",3,0,"1,653,813"
US-2015-136476,OFF-BI-10003650,"157,794",1,"0,7","-1,157,156"
CA-2016-103730,FUR-FU-10002157,"47,04",3,0,"183,456"
CA-2016-103730,OFF-BI-10003910,"30,84",4,0,"13,878"
CA-2016-103730,OFF-ST-10000777,"226,56",6,0,"634,368"
CA-2016-103730,OFF-EN-10002500,"115,02",9,0,"51,759"
CA-2016-103730,TEC-PH-10003875,"68,04",7,0,"197,316"
US-2014-152030,FUR-CH-10004063,"600,558",3,"0,3","-85,794"
US-2014-134614,FUR-TA-10004534,"617,7",6,"0,5","-407,682"
US-2017-107272,OFF-BI-10003274,"2,388",2,"0,7","-18,308"
US-2017-107272,OFF-ST-10002974,"243,992",7,"0,2","30,499"
US-2016-125969,FUR-CH-10001146,"81,424",2,"0,2","-91,602"
US-2016-125969,FUR-FU-10003773,"238,56",3,0,"262,416"
US-2017-164147,TEC-PH-10002293,"59,97",5,"0,4","-11,994"
US-2017-164147,OFF-PA-10002377,"78,304",2,"0,2","29,364"
US-2017-164147,OFF-FA-10002780,"21,456",9,"0,2","69,732"
CA-2016-145583,OFF-PA-10001804,"20,04",3,0,"96,192"
CA-2016-145583,OFF-PA-10001736,"35,44",1,0,"166,568"
CA-2016-145583,OFF-AR-10001149,"11,52",4,0,"3,456"
CA-2016-145583,OFF-FA-10002988,"4,02",2,0,"19,698"
CA-2016-145583,OFF-BI-10004781,"76,176",3,"0,2","266,616"
CA-2016-145583,OFF-SU-10001218,"65,88",6,0,"184,464"
CA-2016-145583,FUR-FU-10001706,"43,12",14,0,"206,976"
CA-2016-110366,FUR-FU-10004848,"82,8",2,"0,2","10,35"
CA-2017-106180,OFF-AR-10000940,"8,82",3,0,"23,814"
CA-2017-106180,OFF-EN-10004030,"10,86",3,0,"51,042"
CA-2017-106180,OFF-PA-10004327,"143,7",3,0,"68,976"
CA-2017-155376,OFF-AP-10001058,"839,43",3,0,"2,182,518"
CA-2015-110744,OFF-ST-10003656,"671,93",7,0,"201,579"
CA-2014-110072,FUR-FU-10000521,"93,888",4,"0,2","129,096"
CA-2016-114489,TEC-PH-10000215,"384,45",11,0,"1,038,015"
CA-2016-114489,TEC-PH-10001448,"149,97",3,0,"59,988"
CA-2016-114489,FUR-CH-10000454,"1951,84",8,0,"585,552"
CA-2016-114489,OFF-BI-10002735,"171,55",5,0,"806,285"
CA-2016-158834,OFF-AP-10000326,"157,92",5,"0,2","17,766"
CA-2016-158834,TEC-PH-10001254,"203,184",2,"0,2","152,388"
CA-2015-124919,OFF-PA-10001950,"58,38",7,0,"26,271"
CA-2015-124919,OFF-PA-10002254,"105,52",4,0,"485,392"
CA-2015-124919,OFF-ST-10001590,"80,88",6,0,"210,288"
CA-2015-118948,OFF-AR-10001547,"6,63",3,0,"17,901"
CA-2014-104269,FUR-CH-10004063,"457,568",2,"0,2","514,764"
CA-2016-114104,OFF-LA-10002475,"14,62",2,0,"68,714"
CA-2016-114104,TEC-PH-10004536,"944,93",7,0,"2,362,325"
CA-2016-162733,OFF-PA-10002751,"5,98",1,0,"2,691"
CA-2015-119697,TEC-AC-10003657,"54,384",2,"0,2","13,596"
CA-2016-154508,OFF-EN-10001990,"28,4",5,0,"13,348"
CA-2016-113817,OFF-BI-10004002,"27,68",2,"0,2","9,688"
CA-2014-139892,OFF-AR-10004441,"9,936",3,"0,2","27,324"
CA-2014-139892,TEC-MA-10000822,"8,159,952",8,"0,4","-1,359,992"
CA-2014-139892,OFF-ST-10000991,"275,928",3,"0,2","-586,347"
CA-2014-139892,FUR-CH-10004287,"1740,06",9,"0,3","-24,858"
CA-2014-139892,OFF-AR-10002656,"32,064",6,"0,2","68,136"
CA-2014-139892,OFF-AP-10002518,"177,98",5,"0,8","-453,849"
CA-2014-139892,TEC-PH-10003931,"143,976",3,"0,2","89,985"
CA-2014-118962,OFF-PA-10000659,"20,94",3,0,"98,418"
CA-2014-118962,OFF-PA-10001144,"110,96",2,0,"532,608"
CA-2014-118962,FUR-CH-10003817,"340,144",7,"0,2","21,259"
US-2014-100853,OFF-AP-10000891,"52,448",2,"0,8","-131,12"
US-2014-100853,OFF-LA-10003148,"20,16",4,"0,2","6,552"
US-2017-152366,OFF-AP-10002684,"97,264",4,"0,8","-243,16"
US-2015-101511,FUR-CH-10004698,"396,802",7,"0,3","-113,372"
US-2015-101511,OFF-SU-10002189,"15,88",5,"0,2","-37,715"
CA-2015-137225,OFF-AR-10001940,"3,28",1,0,"14,104"
CA-2014-166191,OFF-ST-10003455,"24,816",2,"0,2","18,612"
CA-2014-166191,TEC-AC-10004659,"408,744",7,"0,2","766,395"
CA-2014-158274,TEC-PH-10003273,"503,96",4,0,"1,310,296"
CA-2014-158274,TEC-PH-10004896,"149,95",5,0,"41,986"
CA-2014-158274,TEC-AC-10002345,29,2,0,"7,25"
CA-2016-105018,OFF-BI-10001890,"7,16",2,0,"34,368"
CA-2014-123260,TEC-AC-10002323,"176,8",8,0,"22,984"
CA-2016-157000,OFF-ST-10001328,"37,224",3,"0,2","37,224"
CA-2016-157000,OFF-PA-10001950,"20,016",3,"0,2","6,255"
CA-2015-102281,FUR-BO-10002613,"899,136",4,"0,2","112,392"
CA-2015-102281,TEC-PH-10001552,"71,76",6,0,"200,928"
CA-2015-102281,OFF-PA-10000061,"51,84",8,0,"248,832"
CA-2015-102281,FUR-BO-10002545,"626,352",3,"0,2","469,764"
CA-2015-102281,OFF-AR-10003514,"19,9",5,0,"6,567"
CA-2015-131457,OFF-EN-10001509,"14,28",7,0,"67,116"
CA-2014-140004,OFF-AR-10004685,"7,408",2,"0,2","12,038"
CA-2014-140004,OFF-AR-10004027,"6,048",3,"0,2","15,876"
CA-2017-107720,OFF-ST-10001414,"46,26",3,0,"120,276"
US-2017-124303,OFF-BI-10000343,"2,946",2,"0,7","-22,586"
US-2017-124303,OFF-PA-10002749,"16,056",3,"0,2","58,203"
CA-2017-105074,OFF-PA-10002666,"21,744",3,"0,2","6,795"
CA-2014-133690,FUR-TA-10004289,"218,75",2,"0,5","-161,875"
CA-2014-133690,OFF-AP-10003622,"2,6",1,"0,2","2,925"
US-2017-116701,OFF-AP-10003217,"66,284",2,"0,8","-1,789,668"
CA-2017-126382,FUR-FU-10002960,"35,168",7,"0,2","96,712"
CA-2017-108329,TEC-PH-10001918,"444,768",4,"0,2","444,768"
CA-2017-135860,OFF-ST-10000642,"83,92",4,0,"58,744"
CA-2017-135860,TEC-PH-10001700,"131,98",2,0,"356,346"
CA-2017-135860,OFF-BI-10003274,"15,92",4,0,"74,824"
CA-2017-135860,OFF-FA-10000134,"52,29",9,0,"162,099"
CA-2017-135860,OFF-ST-10001522,"91,99",1,0,"36,796"
CA-2015-101007,TEC-AC-10001266,"20,8",2,"0,2","6,5"
CA-2015-146262,OFF-LA-10004544,"23,68",2,"0,2","8,88"
CA-2015-146262,FUR-BO-10004695,"452,45",5,"0,5","-244,323"
CA-2015-146262,TEC-PH-10002844,"62,982",3,"0,4","-146,958"
CA-2015-146262,TEC-MA-10000864,1188,9,"0,7","-950,4"
CA-2015-146262,TEC-AC-10000109,"89,584",2,"0,2","44,792"
CA-2016-130162,OFF-ST-10001328,"93,06",6,0,"260,568"
CA-2016-130162,TEC-PH-10002563,"302,376",3,"0,2","226,782"
CA-2015-169397,OFF-FA-10000585,"5,584",2,"0,2","18,148"
CA-2015-169397,OFF-PA-10004000,"22,704",6,"0,2","82,302"
CA-2015-169397,OFF-BI-10002852,"19,776",4,"0,7","-138,432"
CA-2015-169397,FUR-FU-10000087,"72,704",4,"0,2","190,848"
CA-2015-169397,TEC-MA-10001148,"479,988",4,"0,7","-3,839,904"
CA-2015-169397,OFF-AR-10001958,"27,168",2,"0,2","27,168"
CA-2015-163055,OFF-AR-10001026,"2,2",1,0,968
CA-2015-163055,FUR-TA-10003748,"622,45",5,0,"136,939"
CA-2015-163055,OFF-ST-10002485,"21,98",1,0,"2,198"
US-2015-145436,FUR-CH-10004860,"161,568",2,"0,2","-282,744"
US-2015-145436,FUR-CH-10004477,"389,696",8,"0,2","438,408"
US-2014-156216,OFF-BI-10001679,"18,648",7,"0,7","-12,432"
US-2017-100930,FUR-TA-10001705,"233,86",2,"0,45","-102,048"
US-2017-100930,FUR-TA-10003473,"6,206,145",3,"0,45","-2,482,458"
US-2017-100930,OFF-BI-10001679,"5,328",2,"0,7","-3,552"
US-2017-100930,FUR-FU-10004017,"258,072",3,"0,2",0
US-2017-100930,TEC-AC-10003832,"617,976",3,"0,2","-77,247"
CA-2017-160514,OFF-PA-10002479,"10,56",2,0,"4,752"
CA-2016-157749,OFF-PA-10003349,"25,92",5,"0,2","9,396"
CA-2016-157749,FUR-FU-10000576,"419,68",5,"0,6","-356,728"
CA-2016-157749,FUR-FU-10004351,"11,688",3,"0,6","-46,752"
CA-2016-157749,TEC-PH-10000011,"31,984",2,"0,2","111,944"
CA-2016-157749,FUR-TA-10002607,"177,225",5,"0,5","-120,513"
CA-2016-157749,FUR-FU-10002505,"4,044",3,"0,6","-28,308"
CA-2016-157749,OFF-AR-10004685,"7,408",2,"0,2","12,038"
CA-2014-131926,FUR-CH-10004063,"2001,86",7,0,"5,805,394"
CA-2014-131926,OFF-ST-10002276,"166,72",2,0,"41,68"
CA-2014-131926,OFF-PA-10004082,"47,88",6,0,"23,94"
CA-2014-131926,OFF-AP-10002945,"1503,25",5,0,"4,960,725"
CA-2014-131926,OFF-PA-10000061,"25,92",4,0,"124,416"
CA-2016-154739,FUR-CH-10002965,"321,568",2,"0,2","281,372"
CA-2016-145625,OFF-PA-10004569,"7,61",1,0,"35,767"
CA-2016-145625,TEC-AC-10003832,"3347,37",13,0,"6,360,003"
CA-2016-146941,OFF-ST-10001228,"80,58",6,0,"225,624"
CA-2016-146941,OFF-EN-10003296,"361,92",4,0,"162,864"
US-2015-159982,FUR-FU-10002505,"12,132",9,"0,6","-84,924"
US-2015-159982,OFF-ST-10004804,"82,368",2,"0,2","-195,624"
US-2015-159982,OFF-ST-10001590,"53,92",5,"0,2","4,044"
US-2015-159982,TEC-PH-10001580,"647,904",6,"0,2","566,916"
CA-2017-163139,TEC-AC-10000290,"20,37",3,0,"69,258"
CA-2017-163139,OFF-ST-10002790,"221,55",3,0,"66,465"
CA-2017-163139,OFF-BI-10003460,"17,52",5,"0,2","6,132"
US-2017-155299,OFF-AP-10002203,"1,624",2,"0,8","-4,466"
US-2014-106992,TEC-MA-10000822,"3,059,982",3,"0,4","-509,997"
US-2014-106992,TEC-MA-10003353,"2,519,958",7,"0,4","-2,519,958"
CA-2016-125318,TEC-PH-10001433,"328,224",4,"0,2","287,196"
CA-2015-155040,TEC-AC-10004469,"79,9",2,0,"35,156"
CA-2017-136826,OFF-AR-10003602,"14,016",3,"0,2","47,304"
CA-2016-111010,OFF-FA-10003472,"7,56",6,0,"3,024"
US-2017-145366,OFF-ST-10004180,"37,208",1,"0,2","-74,416"
US-2017-145366,OFF-EN-10004386,"57,576",3,"0,2","21,591"
CA-2017-163979,OFF-ST-10003208,"725,84",4,0,"2,104,936"
CA-2015-155334,TEC-AC-10003628,"209,93",7,0,"923,692"
CA-2015-155334,FUR-FU-10003274,"5,28",3,0,"23,232"
CA-2015-155334,OFF-BI-10002557,"10,92",3,"0,2","4,095"
CA-2017-118136,OFF-PA-10002615,"8,82",2,0,"40,572"
CA-2017-118136,OFF-AR-10001427,"5,98",1,0,"15,548"
CA-2017-132976,OFF-PA-10000673,"11,648",2,"0,2","40,768"
CA-2017-132976,OFF-PA-10004470,"18,176",4,"0,2","59,072"
CA-2017-132976,OFF-ST-10000876,"59,712",6,"0,2","59,712"
CA-2017-132976,OFF-LA-10002043,"24,84",3,"0,2","8,694"
US-2015-161991,OFF-BI-10004967,"2,08",5,"0,8","-3,432"
US-2015-161991,TEC-PH-10001760,"1114,4",7,"0,2","376,11"
CA-2015-130890,FUR-TA-10002903,"1038,84",5,"0,2","51,942"
CA-2015-130883,OFF-PA-10000474,"141,76",5,"0,2","47,844"
CA-2015-130883,TEC-AC-10001956,"239,8",5,"0,2","47,96"
CA-2015-130883,OFF-PA-10004100,"31,104",6,"0,2","108,864"
CA-2016-112697,OFF-BI-10000778,"254,058",7,"0,7","-169,372"
CA-2016-112697,OFF-AP-10002684,"194,528",2,"0,2","24,316"
CA-2016-112697,OFF-SU-10000646,"961,48",5,"0,2","-2,043,145"
CA-2016-110772,OFF-FA-10002983,"19,096",7,"0,2","66,836"
CA-2016-110772,OFF-LA-10004689,"18,496",8,"0,2","62,424"
CA-2016-110772,TEC-AC-10002001,"255,984",2,"0,2","543,966"
CA-2016-110772,FUR-BO-10004709,"86,97",3,"0,5","-487,032"
CA-2014-111451,FUR-FU-10004091,"300,416",8,"0,2","788,592"
CA-2014-111451,FUR-CH-10001891,"230,352",3,"0,2","201,558"
CA-2014-111451,FUR-FU-10002918,"218,352",3,"0,2","-245,646"
CA-2014-111451,OFF-BI-10004593,"78,6",5,"0,7","-62,88"
CA-2014-111451,OFF-FA-10004854,"27,552",3,"0,2","92,988"
CA-2016-142545,OFF-PA-10002105,"32,4",5,0,"15,552"
CA-2016-142545,OFF-ST-10002756,"1082,48",8,0,"108,248"
CA-2016-142545,OFF-PA-10004243,"56,91",3,0,"273,168"
CA-2016-142545,FUR-FU-10001861,"77,6",4,0,"38,024"
CA-2016-142545,OFF-BI-10002706,"14,28",1,0,"65,688"
US-2017-152380,FUR-TA-10002533,"219,075",3,"0,5","-131,445"
CA-2015-144253,FUR-FU-10002671,"26,8",2,0,"12,864"
CA-2014-130960,OFF-AR-10003651,"9,84",3,0,"28,536"
CA-2014-111003,OFF-BI-10001072,"45,48",3,0,"209,208"
CA-2014-111003,OFF-AR-10002135,"289,2",6,0,"83,868"
CA-2017-126774,OFF-AR-10002804,"4,89",1,0,"20,049"
CA-2016-142902,FUR-FU-10001918,"15,136",4,"0,2","35,948"
CA-2016-142902,FUR-CH-10004086,"466,768",2,"0,2","525,114"
CA-2016-142902,FUR-FU-10001756,"15,232",1,"0,2","17,136"
CA-2016-142902,OFF-LA-10000634,"6,264",3,"0,2","20,358"
CA-2014-120887,FUR-FU-10001588,"87,54",3,0,"376,422"
CA-2014-167850,TEC-PH-10002398,"178,384",2,"0,2","22,298"
CA-2014-167850,OFF-PA-10001937,"15,552",3,"0,2","54,432"
CA-2014-164259,OFF-AR-10003373,"99,136",4,"0,2","86,744"
CA-2014-164973,FUR-CH-10002602,"135,882",1,"0,1","241,568"
CA-2014-164973,TEC-MA-10002927,"3991,98",2,0,"1995,99"
CA-2014-164973,TEC-PH-10004093,"275,94",6,0,"800,226"
CA-2014-164973,TEC-AC-10000892,360,4,0,"129,6"
CA-2014-164973,OFF-ST-10002974,"43,57",1,0,"13,071"
CA-2014-156601,OFF-FA-10000624,"7,16",2,0,"3,58"
CA-2016-162138,OFF-BI-10004593,"251,52",6,"0,2","81,744"
CA-2016-162138,TEC-AC-10001908,"99,99",1,0,"349,965"
CA-2017-153339,FUR-FU-10001967,"15,992",1,"0,2","9,995"
US-2016-141544,TEC-PH-10003645,"290,898",3,"0,4","-678,762"
US-2016-141544,OFF-ST-10000675,"54,224",2,"0,2","3,389"
US-2016-141544,FUR-CH-10003312,"786,744",4,"0,3","-2,585,016"
US-2016-141544,OFF-LA-10001074,"100,24",10,"0,2","33,831"
US-2016-141544,OFF-BI-10001524,"37,764",6,"0,7","-276,936"
US-2016-150147,TEC-PH-10004614,"82,8",2,"0,4","-20,7"
US-2016-150147,OFF-BI-10001153,"20,724",2,"0,7","-13,816"
US-2016-150147,OFF-BI-10001982,"4,896",3,"0,7","-34,272"
CA-2015-137946,OFF-BI-10001922,"4,752",1,"0,2","16,038"
CA-2015-137946,TEC-CO-10001449,"959,984",2,"0,2","3,359,944"
CA-2015-137946,OFF-BI-10004140,"14,368",4,"0,2","4,49"
CA-2014-129924,OFF-BI-10003314,"7,712",2,"0,2","27,956"
CA-2014-129924,FUR-TA-10004575,"698,352",3,"0,2","-174,588"
CA-2015-128167,OFF-FA-10000490,"4,96",4,0,"23,312"
CA-2014-122336,OFF-AR-10000122,"17,856",4,"0,2","1,116"
CA-2014-122336,OFF-BI-10003656,"509,97",10,"0,7","-407,976"
CA-2014-122336,OFF-FA-10002780,"30,992",13,"0,2","100,724"
CA-2014-122336,TEC-PH-10000702,"71,928",12,"0,4","83,916"
US-2015-120712,OFF-ST-10000107,"88,8",4,"0,2","-2,22"
CA-2017-169901,TEC-PH-10002293,"47,976",3,"0,2","47,976"
CA-2017-134306,OFF-AR-10004027,"7,56",3,0,"30,996"
CA-2017-134306,OFF-PA-10000249,"24,56",2,0,"115,432"
CA-2017-134306,OFF-AR-10001374,"12,96",2,0,"41,472"
CA-2016-129714,TEC-AC-10000290,"6,79",1,0,"23,086"
CA-2016-129714,OFF-PA-10001970,"24,56",2,0,"115,432"
CA-2016-129714,OFF-BI-10002160,"3,048",1,"0,2","10,668"
CA-2016-129714,OFF-PA-10001970,"49,12",4,0,"230,864"
CA-2016-129714,OFF-BI-10004995,"4,355,168",4,"0,2","14,154,296"
CA-2016-138520,FUR-BO-10002268,"388,704",6,"0,2","-48,588"
CA-2016-138520,OFF-EN-10001137,"8,26",2,0,"37,996"
CA-2016-138520,OFF-AR-10002399,"17,04",4,0,"69,864"
CA-2016-138520,OFF-PA-10002713,"34,4",5,0,"15,824"
CA-2016-130001,OFF-PA-10002666,"36,24",5,"0,2","11,325"
CA-2017-155698,OFF-AP-10001124,"647,84",8,0,"1,684,384"
CA-2017-155698,OFF-LA-10001158,"20,7",2,0,"9,936"
CA-2017-144904,OFF-LA-10001158,"20,7",2,0,"9,936"
CA-2017-144904,FUR-CH-10000785,"488,646",3,"0,1","868,704"
CA-2017-144904,OFF-AR-10003732,"5,56",2,0,"14,456"
CA-2017-144904,FUR-FU-10000023,"47,12",8,0,"207,328"
CA-2014-123344,OFF-ST-10001713,"211,96",4,0,"84,784"
CA-2016-155516,OFF-BI-10002412,"23,2",4,0,"10,44"
CA-2016-155516,OFF-SU-10001225,"7,36",2,0,"1,472"
CA-2016-155516,OFF-ST-10002406,"104,79",7,0,"293,412"
CA-2016-155516,FUR-BO-10002545,"1043,92",4,0,"2,714,192"
CA-2017-104745,OFF-PA-10002036,"25,92",5,"0,2","9,396"
CA-2017-104745,OFF-ST-10002205,"53,424",3,"0,2","46,746"
US-2014-119137,OFF-BI-10001982,"8,16",5,"0,7","-5,712"
US-2014-119137,TEC-AC-10003911,"1,023,936",8,"0,2","1,791,888"
US-2014-119137,OFF-AR-10000658,"9,24",1,"0,2",924
US-2014-119137,TEC-AC-10002076,"479,04",10,"0,2","-29,94"
US-2016-134656,OFF-PA-10003039,"99,136",4,"0,2","30,98"
US-2017-134481,FUR-TA-10004915,"1,488,424",7,"0,3","-2,976,848"
CA-2015-130792,OFF-AP-10000696,"8,652",3,"0,8","-203,322"
CA-2015-130792,OFF-ST-10003327,"23,832",3,"0,2","26,811"
CA-2015-130792,OFF-BI-10000309,"12,176",4,"0,8","-188,728"
CA-2016-134775,OFF-PA-10004734,"50,96",7,0,"25,48"
CA-2016-134775,OFF-BI-10002225,"49,536",3,"0,2","173,376"
